,user_id,transaction_dt,type,segment
1670,MLB10648142830,2022-02-19 03:00:17.034413681,7,1
1671,MLB1289218070,2022-02-03 09:12:55.078802931,2,1
1672,MLB10511617420,2022-01-04 19:04:18.359600977,5,1
1673,MLB10373046420,2022-02-12 20:47:38.990024430,4,1
1674,MLB10641019420-1,2022-01-27 00:00:00.000000000,2,1
1675,MLB2511155430,2022-01-16 00:00:00.000000000,6,1
1676,MLB10585405590,2022-01-18 14:08:36.719201954,4,1
1677,MLB10523125720,2022-02-16 09:12:55.078802931,1,1
1678,MLB10641420010,2022-02-19 06:00:34.068827362,7,1
1679,MLB6664723620,2022-01-27 00:00:00.000000000,3,1
1680,MLB2026343300,2022-01-21 14:08:36.719201954,7,1
1681,MLB8107703390,2022-01-23 00:00:00.000000000,6,1
1682,MLB2903102100,2022-02-03 13:30:08.517206840,5,1
1683,MLB410573125240,2022-01-20 21:15:23.654217261,8,2
1684,MLB42673754970,2022-02-03 11:39:16.443977678,9,2
1685,MLB10592346490,2022-01-18 00:00:00.000000000,6,1
1686,MLB10601835380,2022-01-31 22:04:35.394014658,5,1
1687,MLB2937672040,2022-01-10 00:00:00.000000000,6,1
1688,MLB4818127630,2022-01-08 18:25:50.157605863,1,1
1689,MLB410210443370,2022-02-23 20:47:57.596586805,8,2
1690,MLB6093304800,2022-01-23 00:00:00.000000000,3,1
1691,MLB7984688360,2022-01-27 13:30:08.517206840,3,1
1692,MLB10510812690,2022-01-05 00:00:00.000000000,5,1
1693,MLB2826171210,2022-02-02 09:12:55.078802931,5,1
1694,MLB8310606260,2022-01-27 04:17:13.438403908,3,1
1695,MLB10584230210,2022-02-08 15:51:57.349625407,4,1
1696,MLB10561286540,2022-01-13 00:00:00.000000000,4,1
1697,MLB6772524520,2022-02-20 16:30:25.551620521,5,1
1698,MLB4257450810,2022-02-17 12:13:12.113216612,6,1
1699,MLB10208583570,2022-01-31 07:55:58.674812703,4,1
1700,MLB10628770170,2022-01-25 19:04:18.359600977,3,1
1701,MLB10561872050,2022-02-04 06:00:34.068827362,6,1
1702,MLB3520534110,2022-01-21 02:21:48.832418567,5,1
1703,MLB10561525300,2022-01-13 00:00:00.000000000,4,1
1704,MLB10309846480,2022-01-21 22:04:35.394014658,4,1
1705,MLB10640153230,2022-02-01 13:30:08.517206840,3,1
1706,MLB1875698860,2022-01-23 07:55:58.674812703,6,1
1707,MLB10600132290,2022-02-06 07:55:58.674812703,1,1
1708,MLB46107167150,2022-01-21 21:42:49.711847718,9,2
1709,MLB10510957590,2022-01-19 07:17:30.472817589,2,1
1710,MLB1662152840,2022-01-19 19:04:18.359600977,2,1
1711,MLB10561573360,2022-01-19 08:34:26.876807817,2,1
1712,MLB3928356330,2022-01-15 00:00:00.000000000,4,1
1713,MLB410229729010,2022-02-05 18:03:21.250804067,9,2
1714,MLB10549135110,2022-01-15 23:21:31.798004886,5,1
1715,MLB410210443370,2022-02-23 20:47:57.596586805,9,2
1716,MLB1971596070,2022-01-30 12:13:12.113216612,5,1
1717,MLB10630776630,2022-02-08 22:04:35.394014658,7,1
1718,MLB1419389610,2022-01-19 16:30:25.551620521,2,1
1719,MLB10517649490,2022-01-10 19:04:18.359600977,4,1
1720,MLB410523151730,2022-01-21 21:15:23.654217261,8,2
1721,MLB410572750810,2022-01-15 00:00:00.000000000,8,2
1722,MLB10630859300,2022-02-16 02:21:48.832418567,5,1
1723,MLB10651636320,2022-02-24 21:26:07.192019544,7,1
1724,MLB6282662130,2022-01-14 17:47:21.955610749,3,1
1725,MLB7679060870,2022-01-30 16:30:25.551620521,5,1
1726,MLB410635055620,2022-02-24 10:44:24.328716765,8,2
1727,MLB2944987270,2022-01-13 13:30:08.517206840,4,1
1728,MLB10638395520,2022-01-31 04:17:13.438403908,2,1
1729,MLB10619670770,2022-02-02 12:51:40.315211726,7,1
1730,MLB10576066450,2022-01-21 09:12:55.078802931,5,1
1731,MLB10554636740-1,2022-01-22 12:51:40.315211726,5,1
1732,MLB10523475600,2022-01-18 17:08:53.753615635,1,1
1733,MLB10627793660,2022-01-28 14:08:36.719201954,1,1
1734,MLB7720528580,2022-02-15 10:56:15.709226384,2,1
1735,MLB10498545520,2022-01-13 22:43:03.596009772,2,1
1736,MLB6462219720,2022-01-24 03:00:17.034413681,2,1
1737,MLB2332376080,2022-02-08 21:26:07.192019544,1,1
1738,MLB410635055620,2022-02-24 10:44:24.328716765,8,2
1739,MLB2773888680,2022-01-25 00:00:00.000000000,1,1
1740,MLB7069928560,2022-01-16 12:13:12.113216612,3,1
1741,MLB10598524480,2022-01-31 17:08:53.753615635,5,1
1742,MLB10534027820,2022-01-12 00:00:00.000000000,6,1
1743,MLB47616565720,2022-02-04 18:30:47.308434523,9,2
1744,MLB10636294870,2022-02-14 01:43:20.630423453,5,1
1745,MLB41735665390,2022-01-30 16:41:03.077912698,8,2
1746,MLB10638091090,2022-02-03 03:38:45.236408794,6,1
1747,MLB410564649840,2022-01-27 17:08:29.135543154,9,2
1748,MLB410229951120,2022-02-16 12:34:08.559238590,8,2
1749,MLB10598640960,2022-01-23 23:21:31.798004886,6,1
1750,MLB10537704230,2022-01-09 00:00:00.000000000,1,1
1751,MLB10553135570,2022-02-04 21:26:07.192019544,1,1
1752,MLB5305434040,2022-01-21 03:00:17.034413681,2,1
1753,MLB10635680280-1,2022-02-07 07:55:58.674812703,5,1
1754,MLB10565586390,2022-01-17 18:25:50.157605863,4,1
1755,MLB10522111140,2022-01-15 00:00:00.000000000,5,1
1756,MLB10147836010,2022-02-15 01:43:20.630423453,6,1
1757,MLB5647897580,2022-01-31 03:00:17.034413681,5,1
1758,MLB410562911920,2022-02-08 12:06:42.501608134,9,2
1759,MLB10530710730,2022-01-13 19:04:18.359600977,5,1
1760,MLB570786260,2022-01-17 13:30:08.517206840,6,1
1761,MLB2206169110,2022-01-24 22:04:35.394014658,2,1
1762,MLB46538973270,2022-01-05 21:42:49.711847718,8,2
1763,MLB10497503220,2022-01-11 08:34:26.876807817,3,1
1764,MLB10509467050,2022-01-23 16:30:25.551620521,6,1
1765,MLB10561424890-1,2022-01-13 19:04:18.359600977,7,1
1766,MLB10604723400,2022-01-26 18:25:50.157605863,3,1
1767,MLB10655448410,2022-02-06 22:43:03.596009772,4,1
1768,MLB10664088530,2022-02-14 07:17:30.472817589,4,1
1769,MLB1147298420,2022-01-24 07:17:30.472817589,7,1
1770,MLB10574688610,2022-01-17 19:04:18.359600977,2,1
1771,MLB10568277590,2022-01-14 19:04:18.359600977,2,1
1772,MLB1665096380,2022-01-28 19:04:18.359600977,5,1
1773,MLB816347280,2022-01-13 18:25:50.157605863,1,1
1774,MLB1940466480,2022-01-08 18:25:50.157605863,7,1
1775,MLB10590043220,2022-02-04 00:00:00.000000000,3,1
1776,MLB7684629760,2022-01-24 22:43:03.596009772,7,1
1777,MLB2371695360,2022-01-25 13:30:08.517206840,2,1
1778,MLB6993497390,2022-01-14 22:43:03.596009772,3,1
1779,MLB227158070,2022-01-24 18:25:50.157605863,3,1
1780,MLB10660135740,,2,1
1781,MLB8111308930,2022-02-12 04:17:13.438403908,4,1
1782,MLB6820134400,2022-01-29 13:30:08.517206840,5,1
1783,MLB10589794890,2022-02-04 18:25:50.157605863,2,1
1784,MLB10634661670,2022-02-07 07:55:58.674812703,5,1
1785,MLB10584963730,2022-02-03 16:30:25.551620521,5,1
1786,MLB410544268922,2022-02-02 15:18:44.905021329,8,2
1787,MLB10503815620,2022-01-18 13:30:08.517206840,6,1
1788,MLB5701910490,2022-01-31 22:43:03.596009772,1,1
1789,MLB10534876540,2022-01-13 23:21:31.798004886,2,1
1790,MLB4936058200,2022-02-09 23:21:31.798004886,7,1
1791,MLB10596502300,2022-02-03 02:21:48.832418567,6,1
1792,MLB10634661670,2022-02-07 07:55:58.674812703,1,1
1793,MLB10604323160,2022-02-15 10:56:15.709226384,3,1
1794,MLB10503815620-1,2022-01-18 13:30:08.517206840,5,1
1795,MLB4506362280-1,2022-01-30 09:12:55.078802931,4,1
1796,MLB410532910070,2022-02-09 18:03:21.250804067,9,2
1797,MLB410535825280,2022-02-09 22:10:15.769478174,9,2
1798,MLB10610619450,2022-02-10 22:04:35.394014658,1,1
1799,MLB1962163990,2022-01-15 17:47:21.955610749,4,1
1800,MLB10604323160,2022-02-15 10:56:15.709226384,1,1
1801,MLB8270690980,2022-01-20 21:26:07.192019544,5,1
1802,MLB2482959440-1,2022-02-22 23:21:31.798004886,4,1
1803,MLB10643795670,2022-01-30 14:08:36.719201954,3,1
1804,MLB10602082490,2022-02-22 09:12:55.078802931,2,1
1805,MLB10044487380,2022-01-21 17:47:21.955610749,3,1
1806,MLB10548306170,2022-02-01 01:43:20.630423453,7,1
1807,MLB49149503530,2022-01-07 22:10:15.769478174,8,2
1808,MLB2105612340,2022-01-31 23:21:31.798004886,2,1
1809,MLB10575022570,2022-01-27 09:12:55.078802931,5,1
1810,MLB410525913140,2022-02-04 16:13:37.020282241,9,2
1811,MLB10510812690,2022-01-05 00:00:00.000000000,6,1
1812,MLB410309846480,2022-01-24 17:08:29.135543154,9,2
1813,MLB410520782780,2022-02-03 10:44:24.328716765,9,2
1814,MLB1100088870,2022-01-24 01:43:20.630423453,3,1
1815,MLB10549035390,2022-01-12 14:08:36.719201954,2,1
1816,MLB10655900880,2022-02-13 07:17:30.472817589,7,1
1817,MLB10532830070,2022-02-07 07:55:58.674812703,6,1
1818,MLB10499792600,2022-01-08 04:17:13.438403908,2,1
1819,MLB46664723620,2022-01-27 00:00:00.000000000,8,2
1820,MLB10610492810,2022-02-19 07:17:30.472817589,4,1
1821,MLB7070718290,2022-01-12 14:08:36.719201954,7,1
1822,MLB10538654020,2022-02-02 13:30:08.517206840,3,1
1823,MLB8141537210,2022-01-19 03:00:17.034413681,1,1
1824,MLB10558204500,2022-01-19 13:30:08.517206840,6,1
1825,MLB10579280370,2022-02-02 16:30:25.551620521,7,1
1826,MLB3229038590,2022-02-19 22:04:35.394014658,6,1
1827,MLB10437735030-1,2022-01-14 13:30:08.517206840,1,1
1828,MLB10552652460,2022-01-21 19:04:18.359600977,4,1
1829,MLB10657109260,2022-02-13 22:04:35.394014658,6,1
1830,MLB48186171120,2022-01-25 15:46:10.962651785,8,2
1831,MLB10508260410,2022-01-23 04:17:13.438403908,3,1
1832,MLB47684629722,2022-01-26 19:25:39.423695436,8,2
1833,MLB2509208880,2022-02-02 19:04:18.359600977,6,1
1834,MLB6929554670,2022-01-09 18:25:50.157605863,7,1
1835,MLB10597401310,2022-01-19 19:04:18.359600977,3,1
1836,MLB5335992530,2022-02-06 18:25:50.157605863,1,1
1837,MLB10364583030,2022-01-24 22:04:35.394014658,1,1
1838,MLB45407711220,2022-01-10 21:42:49.711847718,9,2
1839,MLB1739682480,2022-02-01 23:21:31.798004886,7,1
1840,MLB10613757520,2022-01-31 13:30:08.517206840,3,1
1841,MLB6387902490,2022-01-23 13:30:08.517206840,6,1
1842,MLB7070718290,2022-01-12 14:08:36.719201954,5,1
1843,MLB10635942760,2022-01-26 00:00:00.000000000,4,1
1844,MLB7082972530,2022-01-31 07:17:30.472817589,3,1
1845,MLB2673754970,2022-01-29 10:56:15.709226384,1,1
1846,MLB10505459540,2022-01-07 18:25:50.157605863,3,1
1847,MLB10615117410,2022-01-22 19:04:18.359600977,1,1
1848,MLB10631445860,2022-02-08 07:55:58.674812703,2,1
1849,MLB410564392750,2022-01-23 21:42:49.711847718,9,2
1850,MLB10589857660,2022-01-29 07:55:58.674812703,7,1
1851,MLB10352333000,2022-02-01 03:00:17.034413681,5,1
1852,MLB410573865650,2022-01-18 22:37:41.827108630,9,2
1853,MLB10602730580,2022-01-20 19:04:18.359600977,2,1
1854,MLB10573868850,2022-01-18 09:12:55.078802931,6,1
1855,MLB10555806610,2022-01-21 17:47:21.955610749,7,1
1856,MLB10550517060,2022-01-12 14:08:36.719201954,2,1
1857,MLB10537704230,2022-01-09 00:00:00.000000000,3,1
1858,MLB10014188850,2022-01-14 23:21:31.798004886,1,1
1859,MLB10568129780,2022-01-14 00:00:00.000000000,6,1
1860,MLB6825972840,2022-02-04 19:04:18.359600977,6,1
1861,MLB410510957590,2022-01-22 15:46:10.962651785,8,2
1862,MLB46266191450,2022-02-21 17:35:55.193173610,9,2
1863,MLB3837569220-1,2022-01-02 19:04:18.359600977,6,1
1864,MLB410558031330,2022-01-18 20:47:57.596586805,9,2
1865,MLB10644538370,2022-01-29 09:12:55.078802931,6,1
1866,MLB10200480050,2022-02-09 12:51:40.315211726,3,1
1867,MLB7182602800,2022-02-12 20:47:38.990024430,3,1
1868,MLB10643611530,2022-01-29 09:12:55.078802931,1,1
1869,MLB2978543290,2022-02-02 00:00:00.000000000,3,1
1870,MLB10542524060,2022-01-13 23:21:31.798004886,7,1
1871,MLB10641420010,2022-02-19 06:00:34.068827362,1,1
1872,MLB139272060,2022-01-17 13:30:08.517206840,6,1
1873,MLB1796745990,2022-01-25 17:08:53.753615635,7,1
1874,MLB2600561820,2022-01-14 22:04:35.394014658,1,1
1875,MLB10610323710,2022-01-23 14:08:36.719201954,3,1
1876,MLB43737153080,2022-02-03 14:23:52.789760416,8,2
1877,MLB10609301390,2022-01-24 04:17:13.438403908,2,1
1878,MLB4708619810,2022-02-10 18:25:50.157605863,2,1
1879,MLB10610323710,2022-01-23 14:08:36.719201954,3,1
1880,MLB2633126560,2022-01-07 19:04:18.359600977,2,1
1881,MLB42691612220,2022-01-17 23:32:33.942369543,8,2
1882,MLB4223464020,2022-01-21 20:47:57.596586805,9,2
1883,MLB10520987720,2022-01-18 04:17:13.438403908,1,1
1884,MLB10561551940,2022-01-29 21:26:07.192019544,2,1
1885,MLB2156525820,2022-02-03 12:51:40.315211726,7,1
1886,MLB10514953510,2022-01-12 00:00:00.000000000,5,1
1887,MLB8135816300,2022-01-24 08:34:26.876807817,7,1
1888,MLB1617816830,2022-01-28 02:21:48.832418567,4,1
1889,MLB3310855050,2022-02-11 01:04:52.428428339,2,1
1890,MLB7861117360,2022-01-18 21:26:07.192019544,1,1
1891,MLB10646309640,2022-02-16 21:26:07.192019544,1,1
1892,MLB10589263600,2022-01-27 17:47:21.955610749,2,1
1893,MLB10611029380,2022-01-27 08:34:26.876807817,6,1
1894,MLB2280754010,2022-02-07 09:12:55.078802931,7,1
1895,MLB48168132220,2022-02-03 00:00:00.000000000,8,2
1896,MLB10373046420,2022-02-12 20:47:38.990024430,5,1
1897,MLB6162200910,2022-01-19 13:30:08.517206840,7,1
1898,MLB10610030670,2022-01-24 23:21:31.798004886,4,1
1899,MLB10572750810,2022-01-15 00:00:00.000000000,2,1
1900,MLB10419005660,2022-02-03 18:25:50.157605863,3,1
1901,MLB5335992530,2022-02-06 18:25:50.157605863,1,1
1902,MLB43101033580,2022-02-07 11:39:16.443977678,8,2
1903,MLB410664369300,2022-02-10 21:15:23.654217261,8,2
1904,MLB10610030670,2022-01-24 23:21:31.798004886,3,1
1905,MLB8098297800,2022-01-29 07:55:58.674812703,2,1
1906,MLB410504615100,2022-01-10 23:05:07.884739087,9,2
1907,MLB10535452960,2022-01-08 19:04:18.359600977,6,1
1908,MLB4568373170,2022-02-27 17:47:21.955610749,1,1
1909,MLB10647294880,2022-02-18 06:39:02.270822476,6,1
1910,MLB48186171120,2022-01-25 15:46:10.962651785,9,2
1911,MLB7182602800,2022-02-12 20:47:38.990024430,4,1
1912,MLB3758704900,2022-01-21 19:04:18.359600977,5,1
1913,MLB10523352060,2022-01-16 07:55:58.674812703,5,1
1914,MLB410644630540,2022-02-03 22:37:41.827108630,8,2
1915,MLB3787266550,2022-01-22 23:21:31.798004886,7,1
1916,MLB10631337900,2022-02-01 13:30:08.517206840,5,1
1917,MLB10661411860,2022-02-07 22:43:03.596009772,1,1
1918,MLB1515058050,2022-02-13 21:26:07.192019544,7,1
1919,MLB10558468120,2022-02-04 20:09:10.788029316,7,1
1920,MLB10632839490,2022-02-05 18:25:50.157605863,6,1
1921,MLB410598640922,2022-01-24 21:42:49.711847718,9,2
1922,MLB1836210320,2022-01-05 19:04:18.359600977,2,1
1923,MLB3999980600,2022-01-16 19:04:18.359600977,4,1
1924,MLB4511839510,2022-02-01 22:43:03.596009772,4,1
1925,MLB10548306170,2022-02-01 01:43:20.630423453,7,1
1926,MLB10309846480,2022-01-21 22:04:35.394014658,6,1
1927,MLB10657874420,2022-02-17 21:26:07.192019544,3,1
1928,MLB10542683560,2022-01-10 00:00:00.000000000,2,1
1929,MLB410610419322,2022-02-08 20:47:57.596586805,9,2
1930,MLB10002487550,2022-01-15 17:47:21.955610749,7,1
1931,MLB1489334730,2022-01-31 13:30:08.517206840,3,1
1932,MLB10054909210,2022-01-14 09:12:55.078802931,7,1
1933,MLB10528226180,2022-01-26 17:47:21.955610749,2,1
1934,MLB10589300770,2022-02-11 08:34:26.876807817,7,1
1935,MLB6816356250,2022-02-08 19:04:18.359600977,2,1
1936,MLB10545182530,2022-01-14 18:25:50.157605863,4,1
1937,MLB7460765780,2022-01-31 09:12:55.078802931,2,1
1938,MLB10614454400,2022-02-18 16:30:25.551620521,7,1
1939,MLB410465471180,2022-02-17 11:39:16.443977678,8,2
1940,MLB3159415620,2022-01-21 17:08:53.753615635,7,1
1941,MLB542616320,2022-01-06 09:12:55.078802931,6,1
1942,MLB2978146550,2022-01-19 14:08:36.719201954,5,1
1943,MLB542616320,2022-01-06 09:12:55.078802931,2,1
1944,MLB410522111140,2022-01-15 00:00:00.000000000,9,2
1945,MLB10535308100,2022-01-10 19:04:18.359600977,1,1
1946,MLB10636938410,2022-02-03 23:21:31.798004886,6,1
1947,MLB42482959440,2022-02-23 21:42:49.711847718,9,2
1948,MLB10509467050,2022-01-23 16:30:25.551620521,6,1
1949,MLB10561201480,2022-02-04 20:47:38.990024430,3,1
1950,MLB10640153230,2022-02-01 13:30:08.517206840,5,1
1951,MLB10535920500,2022-01-09 14:08:36.719201954,6,1
1952,MLB5789325990,2022-01-22 00:00:00.000000000,5,1
1953,MLB3023339840,2022-02-15 12:51:40.315211726,4,1
1954,MLB10521694260,2022-01-21 22:04:35.394014658,6,1
1955,MLB10524272840-1,2022-01-31 07:55:58.674812703,5,1
1956,MLB410619766900,2022-01-30 23:32:33.942369543,9,2
1957,MLB7942392680,2022-01-27 08:34:26.876807817,3,1
1958,MLB10455904480,2022-01-16 04:17:13.438403908,4,1
1959,MLB10573326290,2022-01-16 14:08:36.719201954,2,1
1960,MLB6767805510,2022-02-14 22:04:35.394014658,6,1
1961,MLB4110698060,2022-01-28 04:17:13.438403908,4,1
1962,MLB10544425560,2022-01-17 18:25:50.157605863,7,1
1963,MLB410545256920,2022-01-13 22:10:15.769478174,9,2
1964,MLB410558204500,2022-01-20 20:47:57.596586805,9,2
1965,MLB999142060,2022-02-13 11:34:43.911221498,1,1
1966,MLB10571499210,2022-01-27 03:38:45.236408794,6,1
1967,MLB7794815230,2022-01-30 07:55:58.674812703,5,1
1968,MLB10599897110,2022-01-25 13:30:08.517206840,6,1
1969,MLB10022447950,2022-01-21 18:25:50.157605863,6,1
1970,MLB42810566222,2022-01-23 16:13:37.020282241,8,2
1971,MLB2673754970,2022-01-29 10:56:15.709226384,7,1
1972,MLB10605887310,2022-01-28 17:47:21.955610749,3,1
1973,MLB2731490400,2022-02-08 23:21:31.798004886,1,1
1974,MLB10549135110,2022-01-15 23:21:31.798004886,1,1
1975,MLB10503815620-1,2022-01-18 13:30:08.517206840,1,1
1976,MLB10641019420,2022-01-27 00:00:00.000000000,3,1
1977,MLB1148170010,2022-02-01 12:13:12.113216612,2,1
1978,MLB10511446540,2022-01-04 19:04:18.359600977,3,1
1979,MLB10523959270,2022-01-06 00:00:00.000000000,7,1
1980,MLB2592894450,2022-01-13 09:12:55.078802931,7,1
1981,MLB10510053700,2022-01-19 21:26:07.192019544,2,1
1982,MLB2209858060,2022-02-04 07:55:58.674812703,5,1
1983,MLB4767890190,2022-01-21 22:10:15.769478174,9,2
1984,MLB410492545680,2022-01-18 18:03:21.250804067,8,2
1985,MLB10578541090,2022-02-11 12:51:40.315211726,1,1
1986,MLB10522111140-1,2022-01-15 00:00:00.000000000,5,1
1987,MLB43229038590,2022-02-22 17:08:29.135543154,8,2
1988,MLB6275545660,2022-02-13 18:52:14.384039088,2,1
1989,MLB5418067050,2022-01-27 07:55:58.674812703,6,1
1990,MLB10638994850,2022-02-17 15:51:57.349625407,3,1
1991,MLB410531012740,2022-01-20 19:53:05.481325892,8,2
1992,MLB10649073600,2022-02-01 18:25:50.157605863,5,1
1993,MLB7314283620,2022-01-11 00:00:00.000000000,7,1
1994,MLB10458269190,2022-01-17 03:38:45.236408794,1,1
1995,MLB4743930770,2022-01-27 22:04:35.394014658,2,1
1996,MLB10614983130,2022-01-31 14:08:36.719201954,7,1
1997,MLB10521844120,2022-01-20 22:43:03.596009772,4,1
1998,MLB10537704230,2022-01-09 00:00:00.000000000,2,1
1999,MLB8330873600,2022-02-14 16:30:25.551620521,6,1
2000,MLB10607905150,2022-01-21 19:04:18.359600977,6,1
2001,MLB10542488600,2022-01-27 11:34:43.911221498,1,1
2002,MLB10542603750,2022-01-21 14:08:36.719201954,5,1
2003,MLB5284798670,2022-01-06 00:00:00.000000000,6,1
2004,MLB410656997810,2022-01-30 00:00:00.000000000,8,2
2005,MLB6282662130,2022-01-14 17:47:21.955610749,4,1
2006,MLB10561551940,2022-01-29 21:26:07.192019544,4,1
2007,MLB10086396820,2022-01-31 23:21:31.798004886,4,1
2008,MLB7986941990,2022-02-16 08:34:26.876807817,4,1
2009,MLB10497716740,2022-01-14 22:04:35.394014658,1,1
2010,MLB2754557140,2022-01-12 23:21:31.798004886,5,1
2011,MLB10589794890,2022-02-04 18:25:50.157605863,7,1
2012,MLB410611091220,2022-01-21 23:32:33.942369543,8,2
2013,MLB10532892690,2022-01-13 13:30:08.517206840,5,1
2014,MLB10596885060,2022-02-07 20:47:38.990024430,3,1
2015,MLB4046414580,2022-01-16 00:00:00.000000000,6,1
2016,MLB1879998700,2022-01-08 23:21:31.798004886,1,1
2017,MLB47156185610,2022-01-20 16:13:37.020282241,8,2
2018,MLB10530902830,2022-01-09 09:12:55.078802931,3,1
2019,MLB6282662130,2022-01-14 17:47:21.955610749,6,1
2020,MLB4143325700,2022-01-19 13:30:08.517206840,6,1
2021,MLB2016148970,2022-02-07 22:04:35.394014658,4,1
2022,MLB10640153230,2022-02-01 13:30:08.517206840,5,1
2023,MLB410437735030,2022-01-15 20:47:57.596586805,9,2
2024,MLB8168132600-1,2022-02-03 00:00:00.000000000,5,1
2025,MLB10606041920,2022-01-26 09:12:55.078802931,6,1
2026,MLB5190794930,2022-02-13 16:30:25.551620521,3,1
2027,MLB2754557140,2022-01-12 23:21:31.798004886,4,1
2028,MLB10537989920,2022-01-18 12:51:40.315211726,5,1
2029,MLB2019472930,2022-02-02 08:34:26.876807817,4,1
2030,MLB2773888680,2022-01-25 00:00:00.000000000,4,1
2031,MLB10523977840,2022-01-08 09:12:55.078802931,7,1
2032,MLB10478103750,2022-01-30 01:04:52.428428339,5,1
2033,MLB5407711220-1,2022-01-09 23:21:31.798004886,5,1
2034,MLB10107617870,2022-01-19 19:04:18.359600977,2,1
2035,MLB10607524050,2022-01-21 19:04:18.359600977,1,1
2036,MLB42455258730,2022-02-04 17:08:29.135543154,8,2
2037,MLB47812653590,2022-02-25 20:47:57.596586805,9,2
2038,MLB10516507400,2022-01-07 00:00:00.000000000,7,1
2039,MLB1179273480,2022-01-27 10:56:15.709226384,2,1
2040,MLB10642761620,2022-02-06 07:55:58.674812703,5,1
2041,MLB10635624670,2022-01-31 13:30:08.517206840,5,1
2042,MLB10635680280,2022-02-07 07:55:58.674812703,6,1
2043,MLB7684629760,2022-01-24 22:43:03.596009772,3,1
2044,MLB1825502610,2022-01-31 03:38:45.236408794,4,1
2045,MLB42249026390,2022-01-18 19:53:05.481325892,8,2
2046,MLB42298021700,2022-01-31 22:37:41.827108630,8,2
2047,MLB410656927422,2022-02-18 14:51:18.847390872,9,2
2048,MLB7900206920,2022-01-16 17:47:21.955610749,7,1
2049,MLB10617979960,2022-02-01 08:34:26.876807817,2,1
2050,MLB10608524330,2022-02-11 10:56:15.709226384,3,1
2051,MLB10587814520,2022-02-03 03:38:45.236408794,1,1
2052,MLB10589857660,2022-01-29 07:55:58.674812703,4,1
2053,MLB4325237210,2022-01-20 03:38:45.236408794,7,1
2054,MLB10561872050,2022-02-04 06:00:34.068827362,3,1
2055,MLB10263203860,2022-01-19 17:08:53.753615635,1,1
2056,MLB42280754010,2022-02-07 22:37:41.827108630,9,2
2057,MLB6093304800,2022-01-23 00:00:00.000000000,5,1
2058,MLB410653897690,2022-02-22 14:23:52.789760416,8,2
2059,MLB10660558660,2022-02-09 12:51:40.315211726,6,1
2060,MLB6295672150,2022-02-09 21:26:07.192019544,3,1
2061,MLB10570013550,2022-01-14 19:04:18.359600977,4,1
2062,MLB10542603750,2022-01-21 14:08:36.719201954,6,1
2063,MLB8186171120,2022-01-22 07:17:30.472817589,2,1
2064,MLB46484948610,2022-01-30 21:42:49.711847718,8,2
2065,MLB10541793350,2022-01-13 09:12:55.078802931,4,1
2066,MLB10634012110-1,2022-02-01 08:34:26.876807817,1,1
2067,MLB47512492422,2022-02-06 11:11:50.386347221,9,2
2068,MLB6295672150,2022-02-09 21:26:07.192019544,3,1
2069,MLB8111308930,2022-02-12 04:17:13.438403908,5,1
2070,MLB42165710930,2022-01-07 21:42:49.711847718,9,2
2071,MLB10552333880,2022-01-21 03:38:45.236408794,1,1
2072,MLB6760728810,2022-01-01 00:00:00.000000000,4,1
2073,MLB10323290590,2022-02-06 03:38:45.236408794,6,1
2074,MLB7127231920,2022-01-18 22:04:35.394014658,2,1
2075,MLB10565886190,2022-01-20 08:34:26.876807817,7,1
2076,MLB10590043220,2022-02-04 00:00:00.000000000,4,1
2077,MLB10617575110,2022-02-01 12:51:40.315211726,3,1
2078,MLB10542368450,2022-01-10 00:00:00.000000000,5,1
2079,MLB8261261920,2022-01-18 14:08:36.719201954,4,1
2080,MLB410589124890,2022-02-05 21:15:23.654217261,9,2
2081,MLB10535825280,2022-02-09 04:17:13.438403908,1,1
2082,MLB1883048890,2022-02-04 07:55:58.674812703,7,1
2083,MLB7684629760-1,2022-01-24 22:43:03.596009772,7,1
2084,MLB3900196000,2022-01-11 14:08:36.719201954,7,1
2085,MLB6093304800,2022-01-23 00:00:00.000000000,6,1
2086,MLB3023339840,2022-02-15 12:51:40.315211726,3,1
2087,MLB8071601400,2022-01-06 14:08:36.719201954,4,1
2088,MLB47616565720,2022-02-04 18:30:47.308434523,8,2
2089,MLB410564392750,2022-01-23 21:42:49.711847718,8,2
2090,MLB10416154500,2022-01-17 17:47:21.955610749,7,1
2091,MLB10609951120,2022-02-11 20:47:38.990024430,5,1
2092,MLB10630198100-1,2022-02-01 03:38:45.236408794,1,1
2093,MLB2785418690,2022-01-23 09:12:55.078802931,1,1
2094,MLB10660535570,2022-02-02 00:00:00.000000000,7,1
2095,MLB48022732310,2022-02-03 20:47:57.596586805,9,2
2096,MLB10545877700,2022-01-23 12:51:40.315211726,5,1
2097,MLB410565566722,2022-01-16 00:00:00.000000000,9,2
2098,MLB410509231250,2022-01-19 00:00:00.000000000,9,2
2099,MLB10604727730,2022-01-20 00:00:00.000000000,6,1
2100,MLB45078059810,2022-01-12 23:05:07.884739087,8,2
2101,MLB410595522640,2022-01-19 00:00:00.000000000,8,2
2102,MLB10597401310,2022-01-19 19:04:18.359600977,3,1
2103,MLB1875698860,2022-01-23 07:55:58.674812703,6,1
2104,MLB10635624670,2022-01-31 13:30:08.517206840,5,1
2105,MLB7311513030,2022-01-24 03:00:17.034413681,5,1
